NOT pre:tok:piece,0,0,0,0,2,0
NOT pre:tok:pink,11,17,14,9,16,13
NOT pre:tok:plaid,0,0,1,0,0,0
NOT pre:tok:play,2,0,0,1,1,1
NOT pre:tok:player,3,3,0,1,2,10
NOT pre:tok:players,0,0,1,0,1,0
NOT pre:tok:playing,6,6,9,6,11,12
NOT pre:tok:plays,0,2,1,0,0,2
NOT pre:tok:pole,1,0,0,0,0,0
NOT pre:tok:police,0,1,0,0,0,0
NOT pre:tok:pool,28,20,22,22,23,21
NOT pre:tok:public,0,1,0,0,0,0
NOT pre:tok:purple,4,3,2,1,5,6
NOT pre:tok:race,15,14,14,14,9,10
NOT pre:tok:racing,1,0,1,0,0,0
NOT pre:tok:reading,4,2,2,4,3,4
NOT pre:tok:ready,0,0,0,0,1,0
NOT pre:tok:red,29,45,32,19,21,16
NOT pre:tok:restaurant,1,2,4,4,3,1
NOT pre:tok:ride,0,1,1,0,3,1
NOT pre:tok:rides,1,1,0,0,1,1
NOT pre:tok:riding,10,13,7,12,9,7
NOT pre:tok:right,0,0,0,0,3,0
NOT pre:tok:river,1,0,1,0,1,1
NOT pre:tok:road,5,8,3,4,2,2
NOT pre:tok:rock,2,2,1,1,0,0
NOT pre:tok:rocks,0,0,0,0,0,1
NOT pre:tok:room,15,8,11,11,6,11
NOT pre:tok:running,20,15,24,16,19,8
NOT pre:tok:runs,1,4,0,2,3,0
NOT pre:tok:sand,4,4,3,2,3,6
NOT pre:tok:scarf,0,0,0,1,0,0
NOT pre:tok:several,1,0,1,0,0,3
NOT pre:tok:she,0,0,1,1,0,0
NOT pre:tok:shirt,2,0,1,3,1,2
NOT pre:tok:shirts,0,1,1,0,0,0
NOT pre:tok:shopping,1,1,2,2,0,1
NOT pre:tok:shorts,4,2,3,0,6,1
NOT pre:tok:side,0,1,0,0,0,1
NOT pre:tok:sidewalk,5,10,9,9,5,4
NOT pre:tok:sign,0,0,0,0,0,1
NOT pre:tok:singing,1,3,4,3,4,2
NOT pre:tok:sit,3,4,8,8,9,8
NOT pre:tok:sits,25,25,16,31,17,19
NOT pre:tok:sitting,86,59,49,72,37,69
NOT pre:tok:skateboard,10,10,8,8,5,6
NOT pre:tok:sleeping,0,0,0,0,0,1
NOT pre:tok:small,7,4,2,2,4,3
NOT pre:tok:smiles,1,0,0,1,0,0
NOT pre:tok:smiling,15,12,19,17,12,22
NOT pre:tok:snow,13,14,8,12,11,5
NOT pre:tok:snowy,1,0,1,0,2,0
NOT pre:tok:soccer,8,11,6,11,5,3
NOT pre:tok:some,3,0,0,0,0,1
NOT pre:tok:someone,0,1,0,1,1,2
NOT pre:tok:something,11,10,8,10,8,17
NOT pre:tok:stage,10,10,17,15,13,15
NOT pre:tok:stand,5,0,1,1,1,2
NOT pre:tok:standing,29,17,13,9,19,20
NOT pre:tok:stands,2,1,6,5,5,7
NOT pre:tok:stick,1,0,0,0,0,1
NOT pre:tok:store,3,1,4,1,2,2
NOT pre:tok:street,25,22,24,18,27,16
NOT pre:tok:striped,0,1,1,0,2,1
NOT pre:tok:suit,1,5,5,1,4,4
NOT pre:tok:suits,0,0,0,0,0,1
NOT pre:tok:sun,0,1,0,1,0,0
NOT pre:tok:sunglasses,1,0,1,2,1,0
NOT pre:tok:surrounded,1,0,0,0,0,0
NOT pre:tok:swimming,2,1,0,0,1,0
NOT pre:tok:t,2,0,0,0,1,2
NOT pre:tok:table,18,14,16,20,12,16
NOT pre:tok:taking,1,0,1,0,1,1
NOT pre:tok:talking,10,7,6,9,10,9
NOT pre:tok:tan,0,0,1,1,1,1
NOT pre:tok:tank,1,0,0,0,0,1
NOT pre:tok:team,1,2,2,0,0,0
NOT pre:tok:tennis,0,0,1,0,1,0
NOT pre:tok:that,1,1,1,0,1,1
NOT pre:tok:their,3,9,7,2,6,2
NOT pre:tok:them,0,0,1,1,2,4
NOT pre:tok:there,0,1,1,1,2,1
NOT pre:tok:they,0,1,0,1,0,2
NOT pre:tok:this,0,0,0,1,2,1
NOT pre:tok:three,0,0,4,0,2,0
NOT pre:tok:through,3,3,2,2,5,2
NOT pre:tok:to,1,0,0,1,0,1
NOT pre:tok:toddler,0,1,0,2,2,1
NOT pre:tok:together,1,2,1,3,0,2
NOT pre:tok:top,1,2,4,5,1,2
NOT pre:tok:towards,0,1,0,0,2,0
NOT pre:tok:toy,1,1,1,2,4,2
NOT pre:tok:track,2,3,3,2,1,1
NOT pre:tok:train,1,6,1,5,4,7
NOT pre:tok:tree,2,1,4,1,0,1
NOT pre:tok:trees,0,1,0,0,0,1
NOT pre:tok:trick,2,3,4,5,4,4
NOT pre:tok:truck,1,0,0,1,0,2
NOT pre:tok:trying,0,1,0,0,0,0
NOT pre:tok:umbrella,1,0,3,0,4,1
NOT pre:tok:under,1,1,1,2,1,1
NOT pre:tok:uniform,0,0,3,1,0,4
NOT pre:tok:up,0,2,0,0,1,1
NOT pre:tok:using,0,1,1,1,0,1
NOT pre:tok:vendor,0,2,1,0,0,0
NOT pre:tok:vest,1,0,0,0,0,0
NOT pre:tok:view,0,1,0,0,0,0
NOT pre:tok:waiting,2,3,7,2,3,4
NOT pre:tok:walk,1,2,3,3,5,3
NOT pre:tok:walking,45,40,39,41,32,41
NOT pre:tok:walks,13,6,8,10,2,9
NOT pre:tok:wall,4,6,1,4,4,1
NOT pre:tok:watch,0,1,0,3,4,0
NOT pre:tok:watches,0,0,2,0,1,1
NOT pre:tok:watching,0,1,2,1,0,1
NOT pre:tok:water,13,27,24,24,12,13
NOT pre:tok:wearing,0,0,1,0,2,3
NOT pre:tok:what,1,0,1,1,0,0
